Species	Gene	StudyStatus	Model	SourceResponseID	TargetResponseID	WindowJudgmentCount	EntailmentCount	ContradictionCount	NeutralCount	SupportRatio	ContradictionRatio	JudgmentLogSHA256
Rice	Os03g0221500	uncharacterized	Claude	rep_2	rep_1	66	0	24	42	0	0.363636363636364	1d93f8b4f3028f5a079c17936572f4ec1e50d39203927d853ff3bce38b7eee6e
Rice	Os03g0221500	uncharacterized	Claude	rep_2	rep_3	66	0	25	41	0	0.378787878787879	1d93f8b4f3028f5a079c17936572f4ec1e50d39203927d853ff3bce38b7eee6e
Rice	Os03g0221500	uncharacterized	Claude	rep_3	rep_1	35	16	13	6	0.457142857142857	0.371428571428571	1d93f8b4f3028f5a079c17936572f4ec1e50d39203927d853ff3bce38b7eee6e
Rice	Os03g0221500	uncharacterized	Claude	rep_3	rep_2	35	4	26	5	0.114285714285714	0.742857142857143	1d93f8b4f3028f5a079c17936572f4ec1e50d39203927d853ff3bce38b7eee6e
Rice	Os03g0436300	uncharacterized	Claude	rep_1	rep_2	32	7	22	3	0.21875	0.6875	9d8ce0ecac1c0e02ad816ec6dc702b1ff6fa6b89db15e4f974d4a590d228bfdd
Rice	Os03g0436300	uncharacterized	Claude	rep_1	rep_3	32	8	19	5	0.25	0.59375	9d8ce0ecac1c0e02ad816ec6dc702b1ff6fa6b89db15e4f974d4a590d228bfdd
Rice	Os03g0436300	uncharacterized	Claude	rep_2	rep_1	37	5	22	10	0.135135135135135	0.594594594594595	9d8ce0ecac1c0e02ad816ec6dc702b1ff6fa6b89db15e4f974d4a590d228bfdd
Rice	Os03g0436300	uncharacterized	Claude	rep_2	rep_3	37	36	1	0	0.972972972972973	0.027027027027027	9d8ce0ecac1c0e02ad816ec6dc702b1ff6fa6b89db15e4f974d4a590d228bfdd
Rice	Os03g0436300	uncharacterized	Claude	rep_3	rep_1	37	4	22	11	0.108108108108108	0.594594594594595	9d8ce0ecac1c0e02ad816ec6dc702b1ff6fa6b89db15e4f974d4a590d228bfdd
Rice	Os03g0436300	uncharacterized	Claude	rep_3	rep_2	37	34	1	2	0.918918918918919	0.027027027027027	9d8ce0ecac1c0e02ad816ec6dc702b1ff6fa6b89db15e4f974d4a590d228bfdd
Rice	Os03g0587100	uncharacterized	Claude	rep_1	rep_2	40	5	19	16	0.125	0.475	b4c91677dc228a32bf2a3439a47f315d8035cf35ef4fbb7c343d5fe4de9127f0
Rice	Os03g0587100	uncharacterized	Claude	rep_1	rep_3	40	2	19	19	0.05	0.475	b4c91677dc228a32bf2a3439a47f315d8035cf35ef4fbb7c343d5fe4de9127f0
Rice	Os03g0587100	uncharacterized	Claude	rep_2	rep_1	30	8	18	4	0.266666666666667	0.6	b4c91677dc228a32bf2a3439a47f315d8035cf35ef4fbb7c343d5fe4de9127f0
Rice	Os03g0587100	uncharacterized	Claude	rep_2	rep_3	30	14	9	7	0.466666666666667	0.3	b4c91677dc228a32bf2a3439a47f315d8035cf35ef4fbb7c343d5fe4de9127f0
Rice	Os03g0587100	uncharacterized	Claude	rep_3	rep_1	13	2	11	0	0.153846153846154	0.846153846153846	b4c91677dc228a32bf2a3439a47f315d8035cf35ef4fbb7c343d5fe4de9127f0
Rice	Os03g0587100	uncharacterized	Claude	rep_3	rep_2	13	1	9	3	0.0769230769230769	0.692307692307692	b4c91677dc228a32bf2a3439a47f315d8035cf35ef4fbb7c343d5fe4de9127f0
Rice	Os03g0783000	uncharacterized	Claude	rep_1	rep_2	40	27	7	6	0.675	0.175	6e6de545123d7831cabe93d8bc397a7a73364e7b8c2faee3da4540a5cc0ae1be
Rice	Os03g0783000	uncharacterized	Claude	rep_1	rep_3	40	29	6	5	0.725	0.15	6e6de545123d7831cabe93d8bc397a7a73364e7b8c2faee3da4540a5cc0ae1be
Rice	Os03g0783000	uncharacterized	Claude	rep_2	rep_1	27	15	12	0	0.555555555555556	0.444444444444444	6e6de545123d7831cabe93d8bc397a7a73364e7b8c2faee3da4540a5cc0ae1be
Rice	Os03g0783000	uncharacterized	Claude	rep_2	rep_3	27	14	13	0	0.518518518518518	0.481481481481481	6e6de545123d7831cabe93d8bc397a7a73364e7b8c2faee3da4540a5cc0ae1be
Rice	Os03g0783000	uncharacterized	Claude	rep_3	rep_1	31	13	16	2	0.419354838709677	0.516129032258065	6e6de545123d7831cabe93d8bc397a7a73364e7b8c2faee3da4540a5cc0ae1be
Rice	Os03g0783000	uncharacterized	Claude	rep_3	rep_2	31	14	16	1	0.451612903225806	0.516129032258065	6e6de545123d7831cabe93d8bc397a7a73364e7b8c2faee3da4540a5cc0ae1be
Rice	Os03g0811700	uncharacterized	Claude	rep_1	rep_2	31	11	16	4	0.354838709677419	0.516129032258065	6f3349db865314af98ae1298cbfd2dcef29c7802ef67fdc2a5c8cbb949d5057f
Rice	Os03g0811700	uncharacterized	Claude	rep_1	rep_3	31	15	11	5	0.483870967741935	0.354838709677419	6f3349db865314af98ae1298cbfd2dcef29c7802ef67fdc2a5c8cbb949d5057f
Rice	Os03g0811700	uncharacterized	Claude	rep_2	rep_1	34	14	14	6	0.411764705882353	0.411764705882353	6f3349db865314af98ae1298cbfd2dcef29c7802ef67fdc2a5c8cbb949d5057f
Rice	Os03g0811700	uncharacterized	Claude	rep_2	rep_3	34	23	9	2	0.676470588235294	0.264705882352941	6f3349db865314af98ae1298cbfd2dcef29c7802ef67fdc2a5c8cbb949d5057f
Rice	Os03g0811700	uncharacterized	Claude	rep_3	rep_1	28	20	8	0	0.714285714285714	0.285714285714286	6f3349db865314af98ae1298cbfd2dcef29c7802ef67fdc2a5c8cbb949d5057f
Rice	Os03g0811700	uncharacterized	Claude	rep_3	rep_2	28	16	9	3	0.571428571428571	0.321428571428571	6f3349db865314af98ae1298cbfd2dcef29c7802ef67fdc2a5c8cbb949d5057f
Rice	Os03g0833100	uncharacterized	Claude	rep_1	rep_2	40	5	24	11	0.125	0.6	f95becd6fd668187890581afb46835f240c3011927d40c33bc5051488b13ed6d
Rice	Os03g0833100	uncharacterized	Claude	rep_1	rep_3	40	5	25	10	0.125	0.625	f95becd6fd668187890581afb46835f240c3011927d40c33bc5051488b13ed6d
Rice	Os03g0833100	uncharacterized	Claude	rep_2	rep_1	38	2	27	9	0.0526315789473684	0.710526315789474	f95becd6fd668187890581afb46835f240c3011927d40c33bc5051488b13ed6d
Rice	Os03g0833100	uncharacterized	Claude	rep_2	rep_3	38	19	15	4	0.5	0.394736842105263	f95becd6fd668187890581afb46835f240c3011927d40c33bc5051488b13ed6d
Rice	Os03g0833100	uncharacterized	Claude	rep_3	rep_1	39	4	29	6	0.102564102564103	0.743589743589744	f95becd6fd668187890581afb46835f240c3011927d40c33bc5051488b13ed6d
Rice	Os03g0833100	uncharacterized	Claude	rep_3	rep_2	39	22	9	8	0.564102564102564	0.230769230769231	f95becd6fd668187890581afb46835f240c3011927d40c33bc5051488b13ed6d
Rice	Os03g0850100	uncharacterized	Claude	rep_1	rep_2	40	2	23	15	0.05	0.575	cd08ab5b7faf06ef6ff8398356afaf4ca4883870c91a13c29c8167e664abc542
Rice	Os03g0850100	uncharacterized	Claude	rep_1	rep_3	40	1	30	9	0.025	0.75	cd08ab5b7faf06ef6ff8398356afaf4ca4883870c91a13c29c8167e664abc542
Rice	Os03g0850100	uncharacterized	Claude	rep_2	rep_1	35	0	19	16	0	0.542857142857143	cd08ab5b7faf06ef6ff8398356afaf4ca4883870c91a13c29c8167e664abc542
Rice	Os03g0850100	uncharacterized	Claude	rep_2	rep_3	35	10	18	7	0.285714285714286	0.514285714285714	cd08ab5b7faf06ef6ff8398356afaf4ca4883870c91a13c29c8167e664abc542
Rice	Os03g0850100	uncharacterized	Claude	rep_3	rep_1	26	1	23	2	0.0384615384615385	0.884615384615385	cd08ab5b7faf06ef6ff8398356afaf4ca4883870c91a13c29c8167e664abc542
Rice	Os03g0850100	uncharacterized	Claude	rep_3	rep_2	26	5	18	3	0.192307692307692	0.692307692307692	cd08ab5b7faf06ef6ff8398356afaf4ca4883870c91a13c29c8167e664abc542
Rice	Os04g0462900	uncharacterized	Claude	rep_1	rep_2	39	5	20	14	0.128205128205128	0.512820512820513	eef2bbed576e0058c7e9f411cf940b8b2c6d4ad9e918a09f93137186407c7e02
Rice	Os04g0462900	uncharacterized	Claude	rep_1	rep_3	39	6	19	14	0.153846153846154	0.487179487179487	eef2bbed576e0058c7e9f411cf940b8b2c6d4ad9e918a09f93137186407c7e02
Rice	Os04g0462900	uncharacterized	Claude	rep_2	rep_1	38	14	22	2	0.368421052631579	0.578947368421053	eef2bbed576e0058c7e9f411cf940b8b2c6d4ad9e918a09f93137186407c7e02
Rice	Os04g0462900	uncharacterized	Claude	rep_2	rep_3	38	14	23	1	0.368421052631579	0.605263157894737	eef2bbed576e0058c7e9f411cf940b8b2c6d4ad9e918a09f93137186407c7e02
Rice	Os04g0462900	uncharacterized	Claude	rep_3	rep_1	45	13	25	7	0.288888888888889	0.555555555555556	eef2bbed576e0058c7e9f411cf940b8b2c6d4ad9e918a09f93137186407c7e02
Rice	Os04g0462900	uncharacterized	Claude	rep_3	rep_2	45	15	19	11	0.333333333333333	0.422222222222222	eef2bbed576e0058c7e9f411cf940b8b2c6d4ad9e918a09f93137186407c7e02
Rice	Os04g0570700	uncharacterized	Claude	rep_1	rep_2	38	20	15	3	0.526315789473684	0.394736842105263	85126eb45c65167759a3959d250afe75ec446fc231bddc35fde1a412e8609499
Rice	Os04g0570700	uncharacterized	Claude	rep_1	rep_3	38	13	16	9	0.342105263157895	0.421052631578947	85126eb45c65167759a3959d250afe75ec446fc231bddc35fde1a412e8609499
Rice	Os04g0570700	uncharacterized	Claude	rep_2	rep_1	35	14	13	8	0.4	0.371428571428571	85126eb45c65167759a3959d250afe75ec446fc231bddc35fde1a412e8609499
Rice	Os04g0570700	uncharacterized	Claude	rep_2	rep_3	35	6	19	10	0.171428571428571	0.542857142857143	85126eb45c65167759a3959d250afe75ec446fc231bddc35fde1a412e8609499
Rice	Os04g0570700	uncharacterized	Claude	rep_3	rep_1	33	10	22	1	0.303030303030303	0.666666666666667	85126eb45c65167759a3959d250afe75ec446fc231bddc35fde1a412e8609499
Rice	Os04g0570700	uncharacterized	Claude	rep_3	rep_2	33	10	20	3	0.303030303030303	0.606060606060606	85126eb45c65167759a3959d250afe75ec446fc231bddc35fde1a412e8609499
Rice	Os04g0653300	uncharacterized	Claude	rep_1	rep_2	29	16	10	3	0.551724137931034	0.344827586206897	29b61a1c159c222397dc9530ab98e859357b47bc19c40f76db6544922d12a968
Rice	Os04g0653300	uncharacterized	Claude	rep_1	rep_3	29	11	16	2	0.379310344827586	0.551724137931034	29b61a1c159c222397dc9530ab98e859357b47bc19c40f76db6544922d12a968
Rice	Os04g0653300	uncharacterized	Claude	rep_2	rep_1	31	14	14	3	0.451612903225806	0.451612903225806	29b61a1c159c222397dc9530ab98e859357b47bc19c40f76db6544922d12a968
Rice	Os04g0653300	uncharacterized	Claude	rep_2	rep_3	31	11	19	1	0.354838709677419	0.612903225806452	29b61a1c159c222397dc9530ab98e859357b47bc19c40f76db6544922d12a968
Rice	Os04g0653300	uncharacterized	Claude	rep_3	rep_1	40	17	20	3	0.425	0.5	29b61a1c159c222397dc9530ab98e859357b47bc19c40f76db6544922d12a968
Rice	Os04g0653300	uncharacterized	Claude	rep_3	rep_2	40	21	18	1	0.525	0.45	29b61a1c159c222397dc9530ab98e859357b47bc19c40f76db6544922d12a968
Rice	Os05g0350600	uncharacterized	Claude	rep_1	rep_2	38	16	15	7	0.421052631578947	0.394736842105263	c0308170ae9660b84e31621906400a00c098039832d6f308766a4db3e89c4c14
Rice	Os05g0350600	uncharacterized	Claude	rep_1	rep_3	38	21	12	5	0.552631578947368	0.315789473684211	c0308170ae9660b84e31621906400a00c098039832d6f308766a4db3e89c4c14
Rice	Os05g0350600	uncharacterized	Claude	rep_2	rep_1	28	18	10	0	0.642857142857143	0.357142857142857	c0308170ae9660b84e31621906400a00c098039832d6f308766a4db3e89c4c14
Rice	Os05g0350600	uncharacterized	Claude	rep_2	rep_3	28	17	11	0	0.607142857142857	0.392857142857143	c0308170ae9660b84e31621906400a00c098039832d6f308766a4db3e89c4c14
Rice	Os05g0350600	uncharacterized	Claude	rep_3	rep_1	41	17	22	2	0.414634146341463	0.536585365853659	c0308170ae9660b84e31621906400a00c098039832d6f308766a4db3e89c4c14
Rice	Os05g0350600	uncharacterized	Claude	rep_3	rep_2	41	13	22	6	0.317073170731707	0.536585365853659	c0308170ae9660b84e31621906400a00c098039832d6f308766a4db3e89c4c14
Rice	Os05g0449900	uncharacterized	Claude	rep_1	rep_2	37	15	16	6	0.405405405405405	0.432432432432432	207257ce230d9b002c1e2da242dfc041ba8791fce9f99b6d635cf7433928793c
Rice	Os05g0449900	uncharacterized	Claude	rep_1	rep_3	37	13	20	4	0.351351351351351	0.540540540540541	207257ce230d9b002c1e2da242dfc041ba8791fce9f99b6d635cf7433928793c
Rice	Os05g0449900	uncharacterized	Claude	rep_2	rep_1	44	28	14	2	0.636363636363636	0.318181818181818	207257ce230d9b002c1e2da242dfc041ba8791fce9f99b6d635cf7433928793c
Rice	Os05g0449900	uncharacterized	Claude	rep_2	rep_3	44	24	14	6	0.545454545454545	0.318181818181818	207257ce230d9b002c1e2da242dfc041ba8791fce9f99b6d635cf7433928793c
Rice	Os05g0449900	uncharacterized	Claude	rep_3	rep_1	52	4	29	19	0.0769230769230769	0.557692307692308	207257ce230d9b002c1e2da242dfc041ba8791fce9f99b6d635cf7433928793c
Rice	Os05g0449900	uncharacterized	Claude	rep_3	rep_2	52	4	31	17	0.0769230769230769	0.596153846153846	207257ce230d9b002c1e2da242dfc041ba8791fce9f99b6d635cf7433928793c
Rice	Os06g0665200	uncharacterized	Claude	rep_1	rep_2	36	3	32	1	0.0833333333333333	0.888888888888889	004cb0411945544eddafb290a36990ccf94e29c0319a1e8cc66a920ea9fb6a91
Rice	Os06g0665200	uncharacterized	Claude	rep_1	rep_3	36	36	0	0	1	0	004cb0411945544eddafb290a36990ccf94e29c0319a1e8cc66a920ea9fb6a91
Rice	Os06g0665200	uncharacterized	Claude	rep_2	rep_1	56	0	40	16	0	0.714285714285714	004cb0411945544eddafb290a36990ccf94e29c0319a1e8cc66a920ea9fb6a91
Rice	Os06g0665200	uncharacterized	Claude	rep_2	rep_3	56	0	38	18	0	0.678571428571429	004cb0411945544eddafb290a36990ccf94e29c0319a1e8cc66a920ea9fb6a91
Rice	Os06g0665200	uncharacterized	Claude	rep_3	rep_1	36	36	0	0	1	0	004cb0411945544eddafb290a36990ccf94e29c0319a1e8cc66a920ea9fb6a91
Rice	Os06g0665200	uncharacterized	Claude	rep_3	rep_2	36	3	32	1	0.0833333333333333	0.888888888888889	004cb0411945544eddafb290a36990ccf94e29c0319a1e8cc66a920ea9fb6a91
Rice	Os11g0521900	uncharacterized	Claude	rep_1	rep_2	40	32	3	5	0.8	0.075	589512285bb7ca9e910b90d3819e7472e845aa06fe898f3dd4992920c6dca632
Rice	Os11g0521900	uncharacterized	Claude	rep_1	rep_3	40	23	10	7	0.575	0.25	589512285bb7ca9e910b90d3819e7472e845aa06fe898f3dd4992920c6dca632
Rice	Os11g0521900	uncharacterized	Claude	rep_2	rep_1	65	50	10	5	0.769230769230769	0.153846153846154	589512285bb7ca9e910b90d3819e7472e845aa06fe898f3dd4992920c6dca632
Rice	Os11g0521900	uncharacterized	Claude	rep_2	rep_3	65	42	18	5	0.646153846153846	0.276923076923077	589512285bb7ca9e910b90d3819e7472e845aa06fe898f3dd4992920c6dca632
Rice	Os11g0521900	uncharacterized	Claude	rep_3	rep_1	57	34	16	7	0.596491228070175	0.280701754385965	589512285bb7ca9e910b90d3819e7472e845aa06fe898f3dd4992920c6dca632
Rice	Os11g0521900	uncharacterized	Claude	rep_3	rep_2	57	38	10	9	0.666666666666667	0.175438596491228	589512285bb7ca9e910b90d3819e7472e845aa06fe898f3dd4992920c6dca632
Rice	Os12g0263100	uncharacterized	Claude	rep_1	rep_2	34	17	15	2	0.5	0.441176470588235	a34f492f611677e18e64f62577fc1debb508d34542de357c2d1e48c7084e3abc
Rice	Os12g0263100	uncharacterized	Claude	rep_1	rep_3	34	11	19	4	0.323529411764706	0.558823529411765	a34f492f611677e18e64f62577fc1debb508d34542de357c2d1e48c7084e3abc
Rice	Os12g0263100	uncharacterized	Claude	rep_2	rep_1	38	11	25	2	0.289473684210526	0.657894736842105	a34f492f611677e18e64f62577fc1debb508d34542de357c2d1e48c7084e3abc
Rice	Os12g0263100	uncharacterized	Claude	rep_2	rep_3	38	19	12	7	0.5	0.315789473684211	a34f492f611677e18e64f62577fc1debb508d34542de357c2d1e48c7084e3abc
Rice	Os12g0263100	uncharacterized	Claude	rep_3	rep_1	36	15	21	0	0.416666666666667	0.583333333333333	a34f492f611677e18e64f62577fc1debb508d34542de357c2d1e48c7084e3abc
Rice	Os12g0263100	uncharacterized	Claude	rep_3	rep_2	36	21	14	1	0.583333333333333	0.388888888888889	a34f492f611677e18e64f62577fc1debb508d34542de357c2d1e48c7084e3abc
Wheat	TraesCS1A02G083000	uncharacterized	Claude	rep_1	rep_2	57	18	29	10	0.315789473684211	0.508771929824561	d1674084fccf29b8b84a13f0c615ef281c442945b6c7eba8023646235087f411
Wheat	TraesCS1A02G083000	uncharacterized	Claude	rep_1	rep_3	57	29	23	5	0.508771929824561	0.403508771929825	d1674084fccf29b8b84a13f0c615ef281c442945b6c7eba8023646235087f411
Wheat	TraesCS1A02G083000	uncharacterized	Claude	rep_2	rep_1	52	28	20	4	0.538461538461538	0.384615384615385	d1674084fccf29b8b84a13f0c615ef281c442945b6c7eba8023646235087f411
Wheat	TraesCS1A02G083000	uncharacterized	Claude	rep_2	rep_3	52	35	12	5	0.673076923076923	0.230769230769231	d1674084fccf29b8b84a13f0c615ef281c442945b6c7eba8023646235087f411
Wheat	TraesCS1A02G083000	uncharacterized	Claude	rep_3	rep_1	51	24	18	9	0.470588235294118	0.352941176470588	d1674084fccf29b8b84a13f0c615ef281c442945b6c7eba8023646235087f411
Wheat	TraesCS1A02G083000	uncharacterized	Claude	rep_3	rep_2	51	20	20	11	0.392156862745098	0.392156862745098	d1674084fccf29b8b84a13f0c615ef281c442945b6c7eba8023646235087f411
Wheat	TraesCS1A02G223800	uncharacterized	Claude	rep_1	rep_2	43	8	28	7	0.186046511627907	0.651162790697674	5dee6ff5e76b8d528bc86709fc3d7db37b809daab9a87e1a27436244f2eee9a5
Wheat	TraesCS1A02G223800	uncharacterized	Claude	rep_1	rep_3	43	2	37	4	0.0465116279069767	0.86046511627907	5dee6ff5e76b8d528bc86709fc3d7db37b809daab9a87e1a27436244f2eee9a5
Wheat	TraesCS1A02G223800	uncharacterized	Claude	rep_2	rep_1	41	15	20	6	0.365853658536585	0.48780487804878	5dee6ff5e76b8d528bc86709fc3d7db37b809daab9a87e1a27436244f2eee9a5
Wheat	TraesCS1A02G223800	uncharacterized	Claude	rep_2	rep_3	41	16	22	3	0.390243902439024	0.536585365853659	5dee6ff5e76b8d528bc86709fc3d7db37b809daab9a87e1a27436244f2eee9a5
Wheat	TraesCS1A02G223800	uncharacterized	Claude	rep_3	rep_1	42	10	28	4	0.238095238095238	0.666666666666667	5dee6ff5e76b8d528bc86709fc3d7db37b809daab9a87e1a27436244f2eee9a5
Wheat	TraesCS1A02G223800	uncharacterized	Claude	rep_3	rep_2	42	9	32	1	0.214285714285714	0.761904761904762	5dee6ff5e76b8d528bc86709fc3d7db37b809daab9a87e1a27436244f2eee9a5
Wheat	TraesCS1A02G233800	uncharacterized	Claude	rep_1	rep_2	34	2	24	8	0.0588235294117647	0.705882352941177	a3f63cf470336cb47f9eea88243c3aeabad8d7f3bb016e3e252a69a45d07d859
Wheat	TraesCS1A02G233800	uncharacterized	Claude	rep_1	rep_3	34	1	28	5	0.0294117647058824	0.823529411764706	a3f63cf470336cb47f9eea88243c3aeabad8d7f3bb016e3e252a69a45d07d859
Wheat	TraesCS1A02G233800	uncharacterized	Claude	rep_2	rep_1	45	16	25	4	0.355555555555556	0.555555555555556	a3f63cf470336cb47f9eea88243c3aeabad8d7f3bb016e3e252a69a45d07d859
Wheat	TraesCS1A02G233800	uncharacterized	Claude	rep_2	rep_3	45	23	14	8	0.511111111111111	0.311111111111111	a3f63cf470336cb47f9eea88243c3aeabad8d7f3bb016e3e252a69a45d07d859
Wheat	TraesCS1A02G233800	uncharacterized	Claude	rep_3	rep_1	50	13	32	5	0.26	0.64	a3f63cf470336cb47f9eea88243c3aeabad8d7f3bb016e3e252a69a45d07d859
Wheat	TraesCS1A02G233800	uncharacterized	Claude	rep_3	rep_2	50	17	21	12	0.34	0.42	a3f63cf470336cb47f9eea88243c3aeabad8d7f3bb016e3e252a69a45d07d859
Wheat	TraesCS1A02G278900	uncharacterized	Claude	rep_1	rep_2	46	6	31	9	0.130434782608696	0.673913043478261	deda668222647683adbdc4f21185691e52059caa316c216c7daf4335deb6aac9
Wheat	TraesCS1A02G278900	uncharacterized	Claude	rep_1	rep_3	46	6	27	13	0.130434782608696	0.58695652173913	deda668222647683adbdc4f21185691e52059caa316c216c7daf4335deb6aac9
Wheat	TraesCS1A02G278900	uncharacterized	Claude	rep_2	rep_1	40	8	29	3	0.2	0.725	deda668222647683adbdc4f21185691e52059caa316c216c7daf4335deb6aac9
Wheat	TraesCS1A02G278900	uncharacterized	Claude	rep_2	rep_3	40	17	21	2	0.425	0.525	deda668222647683adbdc4f21185691e52059caa316c216c7daf4335deb6aac9
Wheat	TraesCS1A02G278900	uncharacterized	Claude	rep_3	rep_1	41	14	21	6	0.341463414634146	0.51219512195122	deda668222647683adbdc4f21185691e52059caa316c216c7daf4335deb6aac9
Wheat	TraesCS1A02G278900	uncharacterized	Claude	rep_3	rep_2	41	23	15	3	0.560975609756098	0.365853658536585	deda668222647683adbdc4f21185691e52059caa316c216c7daf4335deb6aac9
Wheat	TraesCS1D02G150300	uncharacterized	Claude	rep_1	rep_2	46	24	17	5	0.521739130434783	0.369565217391304	6742a4bb555f92e04847c7aec9dd7cee9139204ca061fbace3b45da7e73bee91
Wheat	TraesCS1D02G150300	uncharacterized	Claude	rep_1	rep_3	46	7	25	14	0.152173913043478	0.543478260869565	6742a4bb555f92e04847c7aec9dd7cee9139204ca061fbace3b45da7e73bee91
Wheat	TraesCS1D02G150300	uncharacterized	Claude	rep_2	rep_1	50	20	22	8	0.4	0.44	6742a4bb555f92e04847c7aec9dd7cee9139204ca061fbace3b45da7e73bee91
Wheat	TraesCS1D02G150300	uncharacterized	Claude	rep_2	rep_3	50	2	29	19	0.04	0.58	6742a4bb555f92e04847c7aec9dd7cee9139204ca061fbace3b45da7e73bee91
Wheat	TraesCS1D02G150300	uncharacterized	Claude	rep_3	rep_1	28	14	14	0	0.5	0.5	6742a4bb555f92e04847c7aec9dd7cee9139204ca061fbace3b45da7e73bee91
Wheat	TraesCS1D02G150300	uncharacterized	Claude	rep_3	rep_2	28	11	15	2	0.392857142857143	0.535714285714286	6742a4bb555f92e04847c7aec9dd7cee9139204ca061fbace3b45da7e73bee91
Wheat	TraesCS1D02G381700	uncharacterized	Claude	rep_1	rep_2	47	4	33	10	0.0851063829787234	0.702127659574468	b2ede313003566132666640305dafb56a4722a5cf2891b516b9c9ca7fdb71d8b
Wheat	TraesCS1D02G381700	uncharacterized	Claude	rep_1	rep_3	47	26	16	5	0.553191489361702	0.340425531914894	b2ede313003566132666640305dafb56a4722a5cf2891b516b9c9ca7fdb71d8b
Wheat	TraesCS1D02G381700	uncharacterized	Claude	rep_2	rep_1	38	14	16	8	0.368421052631579	0.421052631578947	b2ede313003566132666640305dafb56a4722a5cf2891b516b9c9ca7fdb71d8b
Wheat	TraesCS1D02G381700	uncharacterized	Claude	rep_2	rep_3	38	14	15	9	0.368421052631579	0.394736842105263	b2ede313003566132666640305dafb56a4722a5cf2891b516b9c9ca7fdb71d8b
Wheat	TraesCS1D02G381700	uncharacterized	Claude	rep_3	rep_1	49	33	15	1	0.673469387755102	0.306122448979592	b2ede313003566132666640305dafb56a4722a5cf2891b516b9c9ca7fdb71d8b
Wheat	TraesCS1D02G381700	uncharacterized	Claude	rep_3	rep_2	49	5	24	20	0.102040816326531	0.489795918367347	b2ede313003566132666640305dafb56a4722a5cf2891b516b9c9ca7fdb71d8b
Wheat	TraesCS2A02G013200	uncharacterized	Claude	rep_1	rep_2	55	5	31	19	0.0909090909090909	0.563636363636364	5d429db2b4edeb49aecc5601e7c898620ed3f2591dc38afac9909ee65929234b
Wheat	TraesCS2A02G013200	uncharacterized	Claude	rep_1	rep_3	55	8	31	16	0.145454545454545	0.563636363636364	5d429db2b4edeb49aecc5601e7c898620ed3f2591dc38afac9909ee65929234b
Wheat	TraesCS2A02G013200	uncharacterized	Claude	rep_2	rep_1	35	8	25	2	0.228571428571429	0.714285714285714	5d429db2b4edeb49aecc5601e7c898620ed3f2591dc38afac9909ee65929234b
Wheat	TraesCS2A02G013200	uncharacterized	Claude	rep_2	rep_3	35	24	8	3	0.685714285714286	0.228571428571429	5d429db2b4edeb49aecc5601e7c898620ed3f2591dc38afac9909ee65929234b
Wheat	TraesCS2A02G013200	uncharacterized	Claude	rep_3	rep_1	31	7	21	3	0.225806451612903	0.67741935483871	5d429db2b4edeb49aecc5601e7c898620ed3f2591dc38afac9909ee65929234b
Wheat	TraesCS2A02G013200	uncharacterized	Claude	rep_3	rep_2	31	20	8	3	0.645161290322581	0.258064516129032	5d429db2b4edeb49aecc5601e7c898620ed3f2591dc38afac9909ee65929234b
Wheat	TraesCS2A02G013500	uncharacterized	Claude	rep_1	rep_2	37	31	2	4	0.837837837837838	0.0540540540540541	96df4a89562999e1d80932caaf769485d9238c0124228b698484988b3f050a54
Wheat	TraesCS2A02G013500	uncharacterized	Claude	rep_1	rep_3	37	29	4	4	0.783783783783784	0.108108108108108	96df4a89562999e1d80932caaf769485d9238c0124228b698484988b3f050a54
Wheat	TraesCS2A02G013500	uncharacterized	Claude	rep_2	rep_1	53	40	6	7	0.754716981132076	0.113207547169811	96df4a89562999e1d80932caaf769485d9238c0124228b698484988b3f050a54
Wheat	TraesCS2A02G013500	uncharacterized	Claude	rep_2	rep_3	53	30	15	8	0.566037735849057	0.283018867924528	96df4a89562999e1d80932caaf769485d9238c0124228b698484988b3f050a54
Wheat	TraesCS2A02G013500	uncharacterized	Claude	rep_3	rep_1	35	24	7	4	0.685714285714286	0.2	96df4a89562999e1d80932caaf769485d9238c0124228b698484988b3f050a54
Wheat	TraesCS2A02G013500	uncharacterized	Claude	rep_3	rep_2	35	21	8	6	0.6	0.228571428571429	96df4a89562999e1d80932caaf769485d9238c0124228b698484988b3f050a54
Wheat	TraesCS2A02G425400	uncharacterized	Claude	rep_1	rep_2	38	4	27	7	0.105263157894737	0.710526315789474	d067ca637b0aac2671b5841146b98da48ae9ae4621307250c204edbb0a83ecc7
Wheat	TraesCS2A02G425400	uncharacterized	Claude	rep_1	rep_3	38	9	12	17	0.236842105263158	0.315789473684211	d067ca637b0aac2671b5841146b98da48ae9ae4621307250c204edbb0a83ecc7
Wheat	TraesCS2A02G425400	uncharacterized	Claude	rep_2	rep_1	40	15	19	6	0.375	0.475	d067ca637b0aac2671b5841146b98da48ae9ae4621307250c204edbb0a83ecc7
Wheat	TraesCS2A02G425400	uncharacterized	Claude	rep_2	rep_3	40	18	12	10	0.45	0.3	d067ca637b0aac2671b5841146b98da48ae9ae4621307250c204edbb0a83ecc7
Wheat	TraesCS2A02G425400	uncharacterized	Claude	rep_3	rep_1	38	15	20	3	0.394736842105263	0.526315789473684	d067ca637b0aac2671b5841146b98da48ae9ae4621307250c204edbb0a83ecc7
